"Country","Status","Life expectancy","Adult Mortality","infant deaths","Alcohol","percentage expenditure","Hepatitis B","Measles","BMI","under-five deaths","Polio","Total expenditure","Diphtheria","HIV/AIDS","GDP","Population","thinness  1-19 years","thinness 5-9 years","Income composition of resources","Schooling","Mean happiness"
"Colombia",0,0.413971764962368,-0.313848431505065,-0.153195317905708,-0.0347191972951709,-0.160417975665038,0.0256217094279561,-0.213901138930873,0.547267294692437,-0.16311849961213,0.0887028237822459,0.186855412947868,-0.131159232799185,-0.34591930724799,-0.355672716459633,0.0530084923141268,-0.556307494657872,-0.602296752751762,0.249471823513485,0.0659699665845502,6.31056667451917
"Comoros",0,-0.796407281627159,0.617230529714187,-0.347355803734832,-1.10409916726729,-0.380058974589023,-0.0778566537428547,-0.209117555787726,-1.01832143332964,-0.246607842476128,-0.606814145343643,-0.454171373341129,-0.650085482156816,-0.306855945588177,-0.583182831300113,-0.240466005717214,0.560120044376646,0.516667290490022,-1.40714263532203,-0.588303122228816,4.043399992
"Costa Rica",0,0.962616618435143,-0.751709881933829,-0.358308446525193,-0.158179589036156,0.0530448270855568,0.038360523075878,-0.214739672917142,0.406220447641307,-0.252415796762319,-0.516899404087825,1.15604710574555,-0.107330986655212,-0.34591930724799,-0.211066673109338,-0.21561319466279,-0.632045041275791,-0.639412267699586,0.504803758124067,0.240322960032068,7.12539997919755
"Croatia",1,0.706711598440775,-0.595117062532198,-0.374239563311172,1.96909953280818,0.142275393344795,0.727671883802313,-0.212623640844409,0.688001399288907,-0.25822375104851,0.564722042195402,0.624975400393839,0.554564739566255,-0.34591930724799,-0.0132452528571612,-0.216010975022588,-0.68113419186148,-0.680651728752723,0.746514125280963,0.542295154869006,5.46628340087541
"Cuba",0,0.898640363436551,-0.845964795522709,-0.358308446525193,-0.0917905104584567,-0.2316518716193,0.72880422279324,-0.214756556151765,0.543201642781872,-0.252415796762319,0.699594154079129,0.224546201001111,0.49367033275388,-0.34591930724799,-0.349950229589338,-0.244784239757274,-0.2996413644527,-0.339738850713456,0.528858866606108,0.774166661618798,5.39850863542298
"Cyprus",1,1.07441350848319,-0.873393474080319,-0.374239563311172,1.42317831272439,0.0344528551041896,0.581033984477347,-0.214582096060662,0.728345175939896,-0.25822375104851,0.670504090731659,0.365390724779021,0.665763221571462,-0.34591930724799,0.797586982688868,-0.236559242348474,-0.869075511246687,-0.838736329456415,0.950547816502132,0.436245395967939,5.80383328884664
"Denmark",1,1.03111644701949,-0.778141153998435,-0.374239563311172,1.53482510902924,2.08639674104109,0,-0.213338364443444,0.861573461624555,-0.25822375104851,0.247375896586631,0.817113402650223,0.242149956789722,-0.34591930724799,2.1807491838166,-0.208685789445814,-0.811571077703452,-0.852482816474127,1.26036602092746,1.49314807789722,7.562599946328
"Djibouti",0,-0.881708954958615,0.886530282825272,-0.351338582931327,-0.94702826456717,-0.356120007518505,-0.0151424942453936,-0.204502804990808,-0.618323833821,-0.247333836761902,-0.307979858228717,0.497450177657302,-0.303252121616767,0.339710040505284,-0.375320675720165,-0.239363513297044,0.238936744830284,0.194999494275554,-0.972121938556438,-2.08558192162864,4.369
"Dominica",0,-7.90552670351504e-05,0,-0.374239563311172,-1.13521384820471,-0.397067791406025,0.718613171874902,-0.214756556151765,0.99042335294399,-0.25822375104851,0.585878451902653,-0.136208484651361,0.581040568615114,-0.34591930724799,-0.580428820591188,-0.244784239757274,-0.466544476444041,-0.486826261802979,0.430899509173217,0.200778982136755,5.39850863542298
"Dominican Republic",0,0.316391820469566,-0.160247831582446,-0.27168299900143,0.367442213537662,-0.233471574900017,-0.539981616539772,-0.212685546038026,0.47721298484886,-0.212849108187642,-0.27624524366784,-0.518217374093256,0.0382860731135104,-0.0616996758610733,-0.375704890932953,-0.175521558196293,-0.294031175814335,-0.316369822783346,0.263962852719534,0.213361156921627,5.28103332384558
"Ecuador",0,0.562603468494451,-0.251011822445811,-0.256747577014574,-0.187463994624315,-0.351170048641614,-0.0125947315158092,-0.2128881448535,0.235463067397589,-0.207404151044337,-0.144017682997519,-0.00868326191482338,0.292454031982554,-0.32571412018257,-0.40315391339091,-0.150148967828855,-0.762481927117764,-0.779626435280251,0.328303022394391,0.290651659171558,5.9808666471672
"Egypt",0,0.229151472744213,0.0561893773994263,0.52188575590017,-1.09062168515001,-0.402416812158559,0.74663856190033,-0.118477096842409,0.53319388423279,0.134539157555169,0.614968515250124,-0.235678158385861,0.610163980568858,-0.34591930724799,-0.619120077742422,-0.244784239757274,-0.371171269591846,-0.382352960468365,0.090650143415189,-0.0310925246130371,4.33790003708573
"El Salvador",0,0.25435423986487,-0.067987730979574,-0.3334160765471,-0.465665847711818,-0.242422793155454,0.313518897870989,-0.214745300662016,0.336166137797731,-0.241525882475711,0.00407718495324043,0.511336257466391,0.207731379026206,-0.305508933117149,-0.445080263672151,-0.203766907616822,-0.667108720265569,-0.679277080050951,0.103692069700633,0.188196807351882,6.16154996042704
"Equatorial Guinea",0,-1.44457075398663,0.923933026312923,-0.326446212953234,0.694728723718954,-0.143540568015428,-2.82787254770653,-0.18823862230411,-1.0383369504278,-0.234991933903746,-1.91586699597982,-1.26296467487464,-2.21745456184925,0.739772744400612,0.113056426398528,-0.238603291394713,0.421267875577127,0.392948907330611,-0.426099958072515,-1.05743849635049,5.39850863542298
"Eritrea",0,-0.888817427736237,1.15732614567586,-0.273674388599677,-0.985963212905972,-0.399402100247657,0.328441508144269,-0.198998870503752,-1.17344169084041,-0.206315159615677,0.239442242946412,-1.03370266333273,-0.00142767045977764,-0.106151087404999,-0.605883312704835,-0.22494622771487,0.741048627963898,0.704994162632681,-1.72855366311219,-2.03525322248915,5.39850863542298
"Estonia",0,0.585221336423246,0.0487088287018962,-0.374239563311172,1.11219789201832,0.000215736155156528,0.344941304869196,-0.214441402438805,0.904419177912813,-0.25822375104851,0.511831017927273,-0.0905827938500666,0.501613081468538,-0.34591930724799,0.0948241799220647,-0.235933059761219,-0.606799192403151,-0.58855026573405,0.905335805379259,1.13185991621731,5.70180001700586
"Ethiopia",0,-1.05166607682356,0.973304647716621,2.61682761325646,-0.869491145225797,-0.387201904481548,-0.581311989708585,0.140770598536641,-1.19126801075597,1.41737106051765,-1.31290931932316,-0.424698877419795,-1.52908300657892,0.219825930583788,-0.602998218116454,0.301292953995553,0.808370891624271,0.365455933295187,-1.30744435438441,-1.49601716028033,4.3837000300245
"Fiji",0,-0.0590647871484349,-0.30786399254704,-0.374239563311172,-0.772652940383137,-0.337234516736347,0.835810257435783,-0.210254360252333,0.598244314801825,-0.25822375104851,0.633480373743969,-0.851483289511408,0.398357348177989,-0.34591930724799,-0.414946287188992,-0.239234614367691,-0.153776459855225,-0.224268359764673,0.343953333936924,0.626775471281721,5.39850863542298
"Finland",0,1.18168682494547,-0.755699507905845,-0.374239563311172,1.24647354718675,0.950964148337233,0,-0.214503307632422,0.685186717196978,-0.25822375104851,0.636124924957375,1.15349660129082,0.676353553191005,-0.34591930724799,1.61936377048127,-0.209852764592464,-0.870478058406279,-0.881350439211323,1.13545334917132,1.52190733454836,7.58294999127848
"France",0,1.33742700125518,-0.721787687143708,-0.327441907752358,1.95828426938074,1.35482209910381,-1.1055849425075,0.0249065870647553,0.669236852009378,-0.238258908189728,0.681082295585284,0.278673573318175,0.668410804476347,-0.34591930724799,1.37005316979615,0.179272631921112,-0.932190133428287,-0.926713846369774,1.12444016697472,1.12107519497314,6.53996661254366
"Gabon",0,-0.727907453042808,0.453655864861528,-0.342377329739214,0.828338824214926,-0.280125667954322,-0.845249914502698,-0.183258068090363,-0.489786684956223,-0.240799888189937,-1.05374330040933,-1.15839399223068,-1.1769544802291,1.35670445613146,-0.278675944392488,-0.234645759017467,0.480174856279953,0.431439070980206,0.121950766500255,0.118096119264736,4.47805001326465
"Gambia",0,-1.01547748813749,0.686550280977966,-0.326446212953234,-0.604933162923685,-0.402416812158559,0.693135544579058,-0.211042244534733,-0.9160546506562,-0.225191011045798,0.448361788805519,-0.251547963881963,0.263330620028809,0.137658169851077,-0.619120077742422,-0.244784239757274,0.630247402356201,0.59227296908744,-0.964006962201051,-1.11495700965276,4.6332999305
"Georgia",0,0.436589632891163,-0.388155215233864,-0.355321362127822,0.265778737319681,-0.355798086084613,-0.0457156470004059,-0.0978795506025071,0.457197467750695,-0.250963808190771,-0.0408801856746687,0.607972037362301,0.0515239876379398,-0.34591930724799,-0.392434621739161,-0.217687450764003,-0.455324099167312,-0.422217772819731,0.231213126713863,0.193589167973971,4.39443326115548
"Germany",1,1.22950745999493,-0.736748784538768,-0.334411771346224,1.76460785969542,1.42479474126641,-0.0380723588116528,-0.0799439276881444,0.669862336918696,-0.239347899618389,0.535631978847931,-0.776668492172639,0.321577443936299,-0.34591930724799,1.42084565968685,0.301370114807094,-0.82138890782059,-0.815367301526303,1.23544145069305,1.3223899915311,6.95346669260384
"Ghana",0,-0.870723133393201,0.13149356762123,0.267983582123623,-0.821072042804467,-0.366232639102196,-0.443166632815566,0.0931711323898947,-0.844749370993988,0.0891645146943007,-0.1360840293573,-0.668130358154653,-0.356203779714484,0.125535057611825,-0.561119688830804,-0.0877180457345551,0.644272873952112,0.607394104806924,-0.473920354452477,-0.715922323618236,4.63833327475985
"Greece",0,1.23403103358069,-0.717798061171692,-0.371252478913801,1.05945268422602,0.421629982458131,0.430715983431869,-0.212516713691797,1.00449676340364,-0.255682771048302,0.392826213323984,1.33401563880899,0.607516397663972,-0.34591930724799,0.568057415343271,-0.141549509047638,-0.890113718640554,-0.897846223632577,0.993441262952036,1.13185991621731,5.21283335041854
"Grenada",0,0.414617989760333,-0.0784604991561162,-0.374239563311172,1.06943600431289,-0.231990357103362,0.696872263249116,-0.214756556151765,0.0803428098868126,-0.25822375104851,0.548854734914963,0.122526022811881,0.565155071185799,-0.34591930724799,-0.246045090769533,-0.244784239757274,-0.193047780323776,-0.194026088325706,-1.83115014989102,0.921557851955875,5.39850863542298
"Guatemala",0,0.253061790268939,-0.258492371143342,-0.165143655495192,-0.571489040632663,-0.245955583953285,0.355441175512332,-0.214756556151765,0.0919142807091891,-0.164570488183677,-0.453430174966071,0.294826768198136,0.138894223499173,-0.286650758522756,-0.478931458640653,-0.15284840743133,-0.772299757234901,-0.764505299560768,-0.20235846713112,-0.615264925339257,6.35298333803088
"Guinea",0,-1.37219357661449,0.768337613404296,0.116637972656819,-1.09661167720214,-0.394973194457419,-0.803250431930156,-0.0777097129730512,-1.05772698261665,0.0227360375459888,-1.25737374384162,-0.803873873023101,-1.45759826814701,0.105329870546404,-0.59629692915322,-0.166435053411467,0.642870326792521,0.618391294421094,-1.22107782031636,-1.38816994783856,4.03621663024707
"Guinea-Bissau",0,-1.43875473080494,-0.0420551621614695,-0.301553842975141,-0.573652093318152,-0.39212978325591,-0.137435105265443,-0.184923880573153,-0.959525851853777,-0.215753085330737,-0.31326896065553,-0.0126507132888491,-0.721570220588734,0.671075108378182,-0.592367579922574,-0.235050246763461,0.610611742121926,0.564779995052016,-1.73377043362637,-1.06822321759466,5.39850863542298
"Guyana",0,-0.377007387747499,0.321998207784997,-0.365278310119059,0.710702035857949,-0.314466014470418,0.400652383222774,-0.214756556151765,-0.111368314819046,-0.252415796762319,0.236797691733006,0.0780338895460222,0.25009270550438,-0.138479386709672,-0.486006095102292,-0.239835953262964,0.202470518680915,0.144137492310018,-0.0383200165186464,-0.34924180131624,5.39850863542298
"Haiti",0,-0.961194605108381,0.0377373572788519,-0.103410577949522,0.231502671688086,-0.385493574751764,-1.53700609805045,-0.208279021801457,0.033431441687989,-0.114113885322391,-1.19919361714668,0.120258907741009,-1.45230310233723,0.222519955525844,-0.586990652355018,-0.173497817328351,-0.120115328025039,-0.122544355833602,-0.769827170839996,-1.02148942553657,3.84146664143557
"Honduras",0,0.383599199457986,-0.172216709498494,-0.300558148176018,-0.378478185619802,-0.312428146789438,0.680396730931137,-0.214756556151765,0.0568871257874008,-0.225191011045798,0.559432939768589,0.955124032589543,0.565155071185799,-0.191012873079765,-0.527505175048022,-0.193371664240582,-0.533866740104414,-0.54456150727737,-0.175984793976111,-0.320482544665103,5.35953334928275
"Hungary",1,0.469547097587408,-0.131821746531831,-0.365278310119059,1.71435848192483,-0.225905796089503,0,-0.214570840570913,0.916928876099167,-0.253141791048093,0.710172358932755,0.794158862557646,0.708124548049636,-0.34591930724799,-0.0059502278054138,-0.163464267720046,-0.641862871392929,-0.638037618997814,0.817230347806482,0.896393502386131,5.44123332462406
"Iceland",1,1.36069109398194,-0.911294920814472,-0.374239563311172,0.725677015988257,1.93569064733359,0,-0.214756556151765,0.623889196083848,-0.25822375104851,0.321423330562011,1.12459088413721,0.316282278126527,-0.34591930724799,1.8887262204715,-0.242742521501047,-0.857855133969959,-0.860730708684754,1.19283782482727,1.76995592316442,7.50991668315336
"India",0,-0.399625255676294,-0.135811372503847,0.430680112300438,-0.653019488008786,-0.386845673966449,-1.76800325219943,3.96816049332725,-1.19158075321062,10.268693392673,-0.530122160154857,-0.655377835880999,-0.644790316347044,-0.312243995472289,-0.561963512711067,8.40907512817554,5.00899963459962,5.08737422387938,-0.364368173654747,-0.581113308066032,4.17704999037008
"Indonesia",0,-0.178616374772067,0.0237736663767957,2.03434615576909,-1.12057164541063,-0.363178991091182,-0.196033648045883,1.24800126382886,-0.933255485662436,0.825685717611922,-0.844823754550221,-1.37603703903437,-0.419745769431745,-0.324367107711542,-0.501171548127714,1.29946871216897,-0.305251553091064,-0.191276790922163,0.0619579055872122,-0.11197793394436,5.25760004482056
"Iraq",0,0.110892334716512,-0.214107782204663,0.122612141451561,-1.10409916726729,-0.345896871121182,-0.550172667458109,0.0962889030502515,0.499730441584295,-0.0375214881732449,-1.1225016319579,-0.622575514699323,-0.700389557349647,-0.34591930724799,-0.442966192692383,-0.0495450218975198,0.139355896499315,0.0767797059232274,0.0251506914038479,-0.602682750554385,4.57113337840629
"Ireland",1,1.12352659312857,-0.72727342285523,-0.374239563311172,2.02051363125557,1.87747552795006,0.344941304869196,-0.199043892462747,0.754615542131237,-0.25822375104851,0.168039360184439,0.777155499526108,0.162722469643146,-0.34591930724799,2.01894875334366,-0.216102048712279,-1.00512258572702,-1.01056741717782,1.22153006265525,1.62615963990873,6.98595002808521
"Israel",0,1.24243195595424,-0.830504994881146,-0.359304141324317,-0.514417727469377,0.284989969031523,0.777211714655342,-0.202246079296218,0.819665972700272,-0.252415796762319,0.511831017927273,0.670884480578993,0.284511283267896,-0.34591930724799,0.87424889980165,-0.196371316659528,-0.815778719182226,-0.816741950228075,1.1366126315078,1.06715158875226,7.13993332361821
"Italy",1,1.33419587726535,-0.872894770833817,-0.342377329739214,0.925509806393815,0.973364483104051,0.698231070038227,-0.0381466665067915,0.877836069266813,-0.244792856761693,0.591167554329466,1.22292700033627,0.528088910517396,-0.34591930724799,1.16036295509663,0.147635078805701,-0.957435982300927,-0.943209630791028,1.06647605015052,1.13006246267662,6.08323339584452
"Jamaica",0,0.518013957434826,-0.178201148456518,-0.358308446525193,-0.233220878355812,-0.339533180477782,0.194949940071101,-0.214739672917142,0.341170017072272,-0.252415796762319,0.316134228135198,-0.321545141695129,0.297749197792326,-0.100763037520887,-0.381593842410981,-0.226520489937237,-0.650278154350476,-0.676527782647409,0.378152162863199,0.0785521413694227,5.69996665705005
"Japan",1,1.37038446595142,-0.849455718248223,-0.328437602551482,0.619521045731183,1.4351747135491,0,0.404368540703517,-0.650536306650859,-0.234991933903746,0.585878451902653,0.243249900335803,0.591630900234657,-0.34591930724799,1.49683190147262,0.59446729464676,-0.665706173105978,-0.719141892402317,1.15226294305033,0.855052070950121,5.91663334904899
"Jordan",0,0.38295297466002,-0.393142247698884,-0.310515096167255,-1.00859207176955,-0.274260366706117,0.759377375548252,-0.212370392325066,0.720213872118766,-0.234991933903746,0.633480373743969,1.22462733663943,0.623401895093288,-0.34591930724799,-0.454570350821024,-0.200881370282621,-0.200060516121732,-0.207772575343418,0.467996543940703,0.355359986636616,5.08856665477795
